,customer_id
492,6ba0e20a-1bfa-11ea-ac4f-000d3a38a36f
499,8586047e-abb2-11e9-a2fc-000d3a38a36f
513,91ee7e70-ad34-11e9-a2fc-000d3a38a36f
514,e5ff2976-1e07-11ea-8bf2-000d3a38a36f
516,2e1f8532-b10e-11e9-9757-000d3a38a36f
537,f36da15a-183a-11ea-9213-000d3a38a36f
541,6aa88bda-aa2d-11e9-a2fc-000d3a38a36f
543,018bc0ba-6ce5-11ea-b576-000d3a38a36f
549,8c891286-af66-11e9-a2fc-000d3a38a36f
553,a007deb8-d0ef-11ea-8b59-000d3a38a36f
556,89784bc0-a570-11e9-a2fc-000d3a38a36f
566,18d7e0a2-5bf4-11ea-be01-000d3a38a36f
577,0d5f9110-2982-11ea-b87a-000d3a38a36f
582,3f927872-a7d3-11e9-a2fc-000d3a38a36f
587,88cfc83c-d19e-11ea-b0fc-000d3a38a36f
590,68ac3810-f67a-11e9-841e-000d3a38a36f
594,4660bd3c-ee0d-11e9-9346-000d3a38a36f
599,c6d7f798-af04-11e9-a2fc-000d3a38a36f
610,090d6e42-9da6-11e9-9897-000d3a38a36f
630,619ce5cc-f36b-11e9-9346-000d3a38a36f
633,07b1fe32-adfa-11e9-a2fc-000d3a38a36f
653,e30c10ec-ab95-11e9-a2fc-000d3a38a36f
657,3586c570-b090-11e9-9757-000d3a38a36f
663,9c49d80e-aabb-11e9-a2fc-000d3a38a36f
667,3ad9aafc-46f8-11ea-b6c0-000d3a38a36f
694,8864f4d0-d636-11e9-93bc-000d3a38a36f
698,ebabaa2e-ae55-11e9-a2fc-000d3a38a36f
706,5adaaf60-6127-11ea-8dd8-000d3a38a36f
709,4d8f288c-8d40-11ea-8f41-000d3a38a36f
711,b93e02d4-9f29-11e9-9897-000d3a38a36f
730,207fd1d2-1268-11ea-a001-000d3a38a36f
754,980c5b34-ab85-11e9-a2fc-000d3a38a36f
759,bb414b60-a887-11e9-a2fc-000d3a38a36f
769,2e112ef0-2b9e-11ea-853d-000d3a38a36f
789,08db7ac2-5bd8-11ea-96de-000d3a38a36f
794,7b96ae8a-f1c3-11e9-9346-000d3a38a36f
798,2acf0f44-53dc-11ea-94d4-000d3a38a36f
805,2000589a-ddd3-11e9-a848-000d3a38a36f
810,2c666002-a255-11e9-a2fc-000d3a38a36f
825,fbfec31a-a73a-11e9-a2fc-000d3a38a36f
829,6ada87a4-7ef1-11ea-80af-000d3a38a36f
841,880a4c80-9786-11ea-a9c8-000d3a38a36f
851,96b2a160-23e1-11ea-8523-000d3a38a36f
857,af6c208e-9fc3-11e9-a2fc-000d3a38a36f
858,cb57eb46-1acc-11ea-98d5-000d3a38a36f
860,20c64e8e-a69b-11e9-a2fc-000d3a38a36f
864,2c9d2c3c-62a7-11ea-9861-000d3a38a36f
868,8267786e-d6bd-11e9-93bc-000d3a38a36f
873,4c5243b8-b06a-11e9-9757-000d3a38a36f
878,30b0df84-9f1c-11e9-9897-000d3a38a36f
880,0b0c120e-889a-11ea-9c02-000d3a38a36f
883,4865ec8c-4377-11ea-8b43-000d3a38a36f
884,b4862718-a73e-11e9-a2fc-000d3a38a36f
885,f3eb9b22-2006-11ea-87bf-000d3a38a36f
912,42f41680-5339-11ea-acd3-000d3a38a36f
924,df7a82da-4b7a-11ea-a626-000d3a38a36f
925,0f4c8b74-5b12-11ea-b524-000d3a38a36f
937,ded9c78e-6b80-11ea-9c62-000d3a38a36f
952,b64eeb04-abd3-11e9-a2fc-000d3a38a36f
960,6201d566-a949-11e9-a2fc-000d3a38a36f
964,9b352790-9ee1-11eb-9c47-000d3a38a36f
967,5ceec9e8-94a9-11ea-85df-000d3a38a36f
969,47e63dbc-27c9-11ea-aaaa-000d3a38a36f
981,2f29799e-1371-11eb-8ffc-000d3a38a36f
989,31aaf3d2-afe9-11ea-b736-000d3a38a36f
992,f7b8490c-a113-11e9-a2fc-000d3a38a36f
993,02d44576-a596-11e9-a2fc-000d3a38a36f
1007,7888020a-deba-11e9-957d-000d3a38a36f
1027,ef669622-5690-11ea-b9b9-000d3a38a36f
1043,44cc6636-a797-11e9-a2fc-000d3a38a36f
1044,daa560bc-aeff-11e9-a2fc-000d3a38a36f
1047,b953bab6-ff27-11ea-9792-000d3a38a36f
1062,928bc03e-5f8d-11ea-be5b-000d3a38a36f
1063,624a30c8-5b36-11ea-913d-000d3a38a36f
1066,b3079abe-a727-11e9-a2fc-000d3a38a36f
1089,3ed92220-aecf-11e9-a2fc-000d3a38a36f
1099,a0312f9e-249b-11ea-bf27-000d3a38a36f
1106,27f11544-1ca3-11ea-a490-000d3a38a36f
1109,2049c722-a567-11e9-a2fc-000d3a38a36f
1110,1d9d5d9c-a588-11e9-a2fc-000d3a38a36f
1113,2a193b24-abdf-11e9-a2fc-000d3a38a36f
1117,22fc5f52-aae9-11e9-a2fc-000d3a38a36f
1118,c3e97256-9d32-11ea-a27a-000d3a38a36f
1119,258d2540-6d0c-11ea-84a8-000d3a38a36f
1123,415c5d12-97d8-11ea-9d91-000d3a38a36f
1138,7d04e8ee-accd-11e9-a2fc-000d3a38a36f
1139,4df312ee-9a55-11ea-9fd8-000d3a38a36f
1147,1927c0e2-9f82-11e9-a2fc-000d3a38a36f
1152,7c1f1696-aebe-11e9-a2fc-000d3a38a36f
1159,a306c258-a50a-11e9-a2fc-000d3a38a36f
1164,be960fca-aeaa-11e9-a2fc-000d3a38a36f
1171,d773b23a-26e7-11ea-aaaa-000d3a38a36f
1175,52c42222-502c-11ea-99ba-000d3a38a36f
1183,996cba92-2f6d-11eb-9c24-000d3a38a36f
1185,8d9bfc3e-2b43-11ea-9d27-000d3a38a36f
1186,74df201c-a831-11e9-a2fc-000d3a38a36f
1190,66f99eac-a3c0-11e9-a2fc-000d3a38a36f
1192,a67c432c-fe42-11e9-a5e8-000d3a38a36f
1193,5b3ba208-f128-11e9-9346-000d3a38a36f
1195,6d04e8ae-215d-11ea-9618-000d3a38a36f
1202,cce83316-245f-11ea-a30f-000d3a38a36f
1209,5d4c7b0c-2be9-11ea-91ab-000d3a38a36f
1214,8e50cca6-1aed-11ea-98d5-000d3a38a36f
1239,58973fe0-a94c-11e9-a2fc-000d3a38a36f
1245,bc2f61c0-afde-11e9-9757-000d3a38a36f
1248,f2b09554-5bda-11ea-ba40-000d3a38a36f
1249,5c0ff6cc-127d-11ea-a001-000d3a38a36f
1258,47b18f9e-ac46-11e9-a2fc-000d3a38a36f
1266,ebbd8dfa-9e3a-11e9-9897-000d3a38a36f
1268,a4bfb076-b001-11e9-9757-000d3a38a36f
1278,87cceb54-66f5-11ea-9d38-000d3a38a36f
1282,45b47a70-b1ab-11e9-89fa-000d3a38a36f
1292,3aa26938-b19e-11e9-89fa-000d3a38a36f
1299,473a1d4a-ffcc-11e9-a5e8-000d3a38a36f
1320,c7ba1696-b16b-11e9-89fa-000d3a38a36f
1328,2ba952c8-d685-11e9-93bc-000d3a38a36f
1330,85e6a5b6-a574-11e9-a2fc-000d3a38a36f
1342,985f83ea-a24d-11e9-a2fc-000d3a38a36f
1344,1797e7dc-84a3-11ea-80af-000d3a38a36f
1349,a93c9b08-ac2f-11e9-a2fc-000d3a38a36f
1353,0a4e6440-a9dc-11e9-a2fc-000d3a38a36f
1369,d39cc798-9e87-11e9-9897-000d3a38a36f
1374,79105a84-acb9-11e9-a2fc-000d3a38a36f
1376,0406e708-2b71-11ea-9d27-000d3a38a36f
1378,fb39e1ce-adef-11e9-a2fc-000d3a38a36f
1404,c28a5b5e-ade2-11e9-a2fc-000d3a38a36f
1408,049db85e-ad18-11e9-a2fc-000d3a38a36f
1412,43edaeb2-1daf-11ea-8bf2-000d3a38a36f
1414,1f84b88e-1ae0-11eb-8d74-000d3a38a36f
1417,fa58e084-ab74-11e9-a2fc-000d3a38a36f
1418,3de952fa-a2d5-11e9-a2fc-000d3a38a36f
1433,aaf10f18-6b80-11ea-9c62-000d3a38a36f
1443,7a79efa6-5ba1-11ea-952c-000d3a38a36f
1450,0fbe9d4a-9555-11ea-85df-000d3a38a36f
1462,9cbc03dc-a725-11e9-a2fc-000d3a38a36f
1467,d4e10526-a1e6-11e9-a2fc-000d3a38a36f
1485,44133df2-a7ea-11e9-a2fc-000d3a38a36f
1487,a2fc586a-5327-11ea-acd3-000d3a38a36f
1495,3b5b6e68-9764-11ea-a9c8-000d3a38a36f
1499,4a2798d0-b124-11e9-9757-000d3a38a36f
1501,fdb961f4-b16e-11e9-89fa-000d3a38a36f
1524,98d54746-ae3d-11e9-a2fc-000d3a38a36f
1532,b1362b0e-2640-11ea-8e1c-000d3a38a36f
1537,7f6d3de0-84ac-11ea-80af-000d3a38a36f
1539,ba161b06-b463-11ea-96bf-000d3a38a36f
1551,b7ad5d1c-5b48-11ea-8dc1-000d3a38a36f
1552,963f0b3c-71d0-11ea-adca-000d3a38a36f
1567,147d3094-191d-11ea-b6a2-000d3a38a36f
1581,77fa07fa-b018-11e9-9757-000d3a38a36f
1593,d377e406-09dd-11eb-8ffc-000d3a38a36f
1597,539a730c-a746-11e9-a2fc-000d3a38a36f
1602,7427c896-a2e5-11e9-a2fc-000d3a38a36f
1613,855e7464-acf1-11e9-a2fc-000d3a38a36f
1638,55ad1332-a7c5-11e9-a2fc-000d3a38a36f
1645,6770946c-8f0a-11eb-8cb8-000d3a38a36f
1655,bc2bd732-b47c-11ea-96bf-000d3a38a36f
1660,7ea7a1b6-29e9-11ea-87cc-000d3a38a36f
1665,97883386-2637-11ea-8e1c-000d3a38a36f
1671,9957d1de-0121-11ea-a5e8-000d3a38a36f
1688,7a5fecb6-b0a0-11e9-9757-000d3a38a36f
1691,1f6ae350-a46c-11e9-a2fc-000d3a38a36f
1698,1cced08c-25a1-11ea-b1c8-000d3a38a36f
1704,847dcabc-f667-11e9-841e-000d3a38a36f
1717,3891eb46-b12b-11e9-9757-000d3a38a36f
1721,b4f414c6-a527-11e9-a2fc-000d3a38a36f
1724,01d5156e-51f9-11ea-a243-000d3a38a36f
1727,91cdfbe6-a52d-11e9-a2fc-000d3a38a36f
1734,3b87b5d4-e046-11e9-957d-000d3a38a36f
1741,541875dc-d693-11e9-93bc-000d3a38a36f
1746,55a1ef62-976a-11ea-a9c8-000d3a38a36f
1750,086664a4-541b-11ea-b1db-000d3a38a36f
1752,9903b490-a4ed-11e9-a2fc-000d3a38a36f
1766,5fe1e444-a8e8-11e9-a2fc-000d3a38a36f
1770,ba9247f2-f35d-11e9-9346-000d3a38a36f
1787,24e7d676-a804-11e9-a2fc-000d3a38a36f
1790,9f767036-a7b0-11e9-a2fc-000d3a38a36f
1793,c40ba2ec-9da4-11e9-9897-000d3a38a36f
1795,4c3b7e74-9f28-11e9-9897-000d3a38a36f
1804,360d188c-432a-11ea-8b43-000d3a38a36f
1809,ac9b64bc-e048-11e9-957d-000d3a38a36f
1814,e7bc5c52-a59e-11e9-a2fc-000d3a38a36f
1832,9fe956d2-abf2-11e9-a2fc-000d3a38a36f
1844,89ede12c-a331-11ea-9c18-000d3a38a36f
1848,b88e7e7c-d033-11ea-9c49-000d3a38a36f
1851,ae853f4e-5bd8-11ea-aef1-000d3a38a36f
1864,15aafbda-9dcc-11e9-9897-000d3a38a36f
1865,18d2b56e-af83-11e9-a2fc-000d3a38a36f
1873,79d37e3a-532e-11ea-acd3-000d3a38a36f
1911,738a9978-a7c1-11e9-a2fc-000d3a38a36f
1912,a091517a-9ea0-11e9-9897-000d3a38a36f
1917,1517dc4e-9f73-11e9-a2fc-000d3a38a36f
1946,02bc6872-bebb-11ea-958c-000d3a38a36f
1947,2fb5042c-acf8-11e9-a2fc-000d3a38a36f
1952,b606fe1c-97e0-11ea-9d91-000d3a38a36f
1969,c4ac012c-630d-11ea-a6dc-000d3a38a36f
1977,6a7ac120-544e-11ea-b1db-000d3a38a36f
1981,134e2b12-5fcf-11ea-8dd8-000d3a38a36f
1983,641b6834-a46d-11e9-a2fc-000d3a38a36f
1996,04d3fc0a-ff2c-11e9-a5e8-000d3a38a36f
2022,497f782c-a151-11e9-a2fc-000d3a38a36f
2026,6bbad8c4-1d4c-11ea-a490-000d3a38a36f
2027,294d2bd8-5bf2-11ea-8c6c-000d3a38a36f
2029,a1ea7ce8-1639-11ea-aa74-000d3a38a36f
2030,5258542e-a9cf-11e9-a2fc-000d3a38a36f
2034,12b48848-0149-11ea-a5e8-000d3a38a36f
2043,217e6ca2-9ecc-11e9-9897-000d3a38a36f
2064,7d0c7fd8-ae0c-11e9-a2fc-000d3a38a36f
2072,74691d2e-24f8-11ea-bf27-000d3a38a36f
2083,74437dbe-aff3-11e9-9757-000d3a38a36f
2084,a8ad11de-a9ca-11e9-a2fc-000d3a38a36f
2085,173f30ac-bde1-11ea-aa61-000d3a38a36f
2089,b6765d24-afa2-11e9-9c23-000d3a38a36f
2103,87dbaee0-a78e-11e9-a2fc-000d3a38a36f
2104,5df4b840-a727-11e9-a2fc-000d3a38a36f
2111,456ac9fa-567f-11eb-9e65-000d3a38a36f
2121,d9bad7e2-20f9-11ea-b50a-000d3a38a36f
2129,0e155206-ac60-11e9-a2fc-000d3a38a36f
2135,34ebde18-a779-11e9-a2fc-000d3a38a36f
2139,72df9d80-f82e-11e9-b138-000d3a38a36f
2153,49942220-190c-11eb-8d74-000d3a38a36f
2172,57fc41c2-a1f2-11e9-a2fc-000d3a38a36f
2183,9de213e6-ad92-11e9-a2fc-000d3a38a36f
2194,fc01cc08-f74a-11e9-841e-000d3a38a36f
2202,74ddd00c-a8b5-11e9-a2fc-000d3a38a36f
2212,806da518-a1cc-11e9-a2fc-000d3a38a36f
2223,a0f0eb4a-1f73-11ea-87bf-000d3a38a36f
2225,043f4824-a5d3-11e9-a2fc-000d3a38a36f
2230,d581ff1e-8635-11eb-a98a-000d3a38a36f
2234,4f859bd2-9db1-11e9-9897-000d3a38a36f
2237,80168054-ddd5-11e9-a848-000d3a38a36f
2238,61828e8e-5bb7-11ea-85d6-000d3a38a36f
2239,1b583826-b038-11e9-9757-000d3a38a36f
2256,3ffd5daa-5be1-11ea-a294-000d3a38a36f
2258,7a2af788-2330-11ea-8523-000d3a38a36f
2265,9082f6d8-9ab4-11ea-9fd8-000d3a38a36f
2266,59ea5c52-a824-11e9-a2fc-000d3a38a36f
2268,99dc7024-abd1-11e9-a2fc-000d3a38a36f
2275,e41ad460-a5e0-11e9-a2fc-000d3a38a36f
2282,1b574e56-b1bf-11e9-89fa-000d3a38a36f
2291,26ac1432-1dd3-11ea-8bf2-000d3a38a36f
2298,c64641ce-a566-11e9-a2fc-000d3a38a36f
2300,66e52d04-5bc2-11ea-ab39-000d3a38a36f
2301,a47a85fe-aafd-11e9-a2fc-000d3a38a36f
2311,ff839e5e-1fdd-11ea-87bf-000d3a38a36f
2314,638d9cce-afef-11e9-9757-000d3a38a36f
2315,c72fcc38-2e6b-11eb-8062-000d3a299ebf
2319,3fccb99e-5b4f-11ea-8848-000d3a38a36f
2325,f582dcc2-abab-11e9-a2fc-000d3a38a36f
2349,5a7afbd4-ab00-11e9-a2fc-000d3a38a36f
2350,a9ee7526-a937-11e9-a2fc-000d3a38a36f
2354,b3ac73c6-39e5-11ea-85d6-000d3a38a36f
2364,ccf13fd6-9e51-11e9-9897-000d3a38a36f
2365,8e5ca6f2-a423-11e9-a2fc-000d3a38a36f
2369,54a22db6-fff2-11ea-8341-000d3a38a36f
2378,e4c8cfd0-f3be-11e9-9346-000d3a38a36f
2385,21c4722a-a0f1-11e9-a2fc-000d3a38a36f
2389,67b251d6-1a58-11ea-941b-000d3a38a36f
2396,cbee6360-f12c-11e9-9346-000d3a38a36f
2417,ba28d314-ae0f-11e9-a2fc-000d3a38a36f
2423,7e67f4ac-62d4-11ea-9861-000d3a38a36f
2442,802715e4-214c-11ea-9618-000d3a38a36f
2447,8601417c-b033-11e9-9757-000d3a38a36f
2451,1ed7d4cc-ad39-11e9-a2fc-000d3a38a36f
2469,01d4c0ba-b3bf-11e9-a043-000d3a38a36f
2484,2f904ee4-d6d2-11e9-93bc-000d3a38a36f
2497,eac83cb0-aa06-11e9-a2fc-000d3a38a36f
2500,4b041628-a956-11e9-a2fc-000d3a38a36f
2505,3110eb3e-2321-11ea-8523-000d3a38a36f
2510,c448b17c-b51a-11e9-9c4b-000d3a38a36f
2519,b860dbd6-a387-11e9-a2fc-000d3a38a36f
2540,1ac6cf4c-ab35-11e9-a2fc-000d3a38a36f
2559,9ea846b6-f10b-11ea-bde9-000d3a38a36f
2569,1e4e189c-5b42-11ea-8231-000d3a38a36f
2576,5a6d9306-27b8-11ea-aaaa-000d3a38a36f
2592,2e4bdc22-8b38-11ea-8ec0-000d3a38a36f
2603,c86258e2-ad65-11e9-a2fc-000d3a38a36f
2604,9e5c2eca-1853-11ea-9213-000d3a38a36f
2608,80ed220e-af0d-11e9-a2fc-000d3a38a36f
2610,0358f300-6eb0-11ea-96d9-000d3a38a36f
2612,1ad652c6-9e85-11e9-9897-000d3a38a36f
2619,fdbe8304-a7ab-11e9-a2fc-000d3a38a36f
2622,13b63ae0-981e-11ea-9d91-000d3a38a36f
2634,dc4d48a6-aec5-11e9-a2fc-000d3a38a36f
2637,42007092-5bd7-11ea-ad33-000d3a38a36f
2643,b6f64a98-a935-11e9-a2fc-000d3a38a36f
2646,234c3ee4-b12b-11e9-9757-000d3a38a36f
2650,6601dfa2-da2d-11e9-93bc-000d3a38a36f
2652,f43156b8-afb2-11e9-9757-000d3a38a36f
2656,836ebcf0-1d3e-11ea-a490-000d3a38a36f
2667,aa46e43c-a79c-11e9-a2fc-000d3a38a36f
2681,7e7e040a-15e4-11ea-aa74-000d3a38a36f
2685,1dbd288e-26d3-11eb-8a9b-000d3a38a36f
2689,67a1c476-2b6d-11ea-9d27-000d3a38a36f
2716,a0ba96c4-48e7-11ea-b6c0-000d3a38a36f
2751,51914cf4-aacd-11e9-a2fc-000d3a38a36f
2752,e6cf4c78-9b6b-11ea-a27a-000d3a38a36f
2780,42552f66-fe1b-11e9-a5e8-000d3a38a36f
2783,9f78b8c2-d72c-11e9-93bc-000d3a38a36f
2798,608fe71c-b01b-11e9-9757-000d3a38a36f
2803,17eec894-a458-11e9-a2fc-000d3a38a36f
2819,2b9fb996-bbbf-11ea-9a91-000d3a38a36f
2839,7b472b6c-aee8-11e9-a2fc-000d3a38a36f
2848,bf86cc76-ac07-11e9-a2fc-000d3a38a36f
2857,3a154aa4-e442-11e9-ad00-000d3a38a36f
2861,42b70084-2b9c-11ea-853d-000d3a38a36f
2863,0b810b9a-b113-11e9-9757-000d3a38a36f
2877,64354114-b3da-11ea-8745-000d3a38a36f
2884,83000634-790a-11ea-b363-000d3a38a36f
2906,fe98b79e-acac-11e9-a2fc-000d3a38a36f
2910,e97ceab8-a2d1-11e9-a2fc-000d3a38a36f
2917,39aa923e-aa3c-11ea-b736-000d3a38a36f
2919,4753016a-389d-11eb-a48e-000d3a38a36f
2921,aa14ba78-b149-11e9-9757-000d3a38a36f
2928,555de2aa-0bfe-11eb-8ffc-000d3a38a36f
2930,6f0199dc-27d3-11ea-aaaa-000d3a38a36f
2932,a89276e6-aa95-11e9-a2fc-000d3a38a36f
2946,a4b6cfea-1f83-11eb-b272-000d3a38a36f
2948,62c4cae4-ffd4-11e9-a5e8-000d3a38a36f
2950,350facba-ac26-11e9-a2fc-000d3a38a36f
2951,671cbaee-a4fa-11eb-aa3b-000d3a299ebf
2956,6e7f071c-5b2a-11ea-bf91-000d3a38a36f
2960,a86293d8-a520-11e9-a2fc-000d3a38a36f
2981,3ad92b8e-5b3b-11ea-8e25-000d3a38a36f
2984,8f0d2298-a413-11ea-bd63-000d3a38a36f
2997,61f98482-fe63-11e9-a5e8-000d3a38a36f
3015,23b1412e-f4a4-11e9-9346-000d3a38a36f
3020,12dd5428-a5b7-11e9-a2fc-000d3a38a36f
3026,bf7db658-5418-11eb-9e65-000d3a38a36f
3028,9e444422-ad32-11e9-a2fc-000d3a38a36f
3044,53206d4c-190f-11ea-9213-000d3a38a36f
3052,b06dd3a4-4d71-11ea-9c12-000d3a38a36f
3055,bf714d6a-c795-11ea-b753-000d3a38a36f
3067,01fa53ea-fbd9-11e9-b138-000d3a38a36f
3074,2681d470-2b7e-11ea-9d27-000d3a38a36f
3077,8b0d0c36-d6f4-11e9-93bc-000d3a38a36f
3078,e4c4d308-4959-11ea-8a4f-000d3a38a36f
3092,5f6632fa-98c9-11ea-b97a-000d3a38a36f
3096,4bb3a040-acc9-11e9-a2fc-000d3a38a36f
3102,1f6e2060-bc44-11ea-aa61-000d3a38a36f
3106,96b8c1a4-5423-11ea-b1db-000d3a38a36f
3109,2902ff9c-ff2a-11e9-a5e8-000d3a38a36f
3125,a85ad1de-a6b9-11ea-bd63-000d3a38a36f
3126,043f4822-b1ce-11e9-89fa-000d3a38a36f
3133,6a11d1fa-a68e-11ea-bd63-000d3a38a36f
3149,882e584a-9da5-11e9-9897-000d3a38a36f
3152,00842ccc-15ea-11ea-aa74-000d3a38a36f
3163,9c9cb028-dd4c-11ea-9c1f-000d3a38a36f
3173,b45921a0-5b39-11ea-ad7e-000d3a38a36f
3178,d1ffc3ae-b00c-11e9-9757-000d3a38a36f
3190,4c5efe6c-228b-11ea-8523-000d3a38a36f
3200,0431764a-a3ed-11ea-9c18-000d3a38a36f
3206,956155ee-514b-11ea-99ba-000d3a38a36f
3219,bf5e8806-532d-11ea-acd3-000d3a38a36f
3232,d8a76050-a269-11e9-a2fc-000d3a38a36f
3250,c9b10362-b0bf-11e9-9757-000d3a38a36f
3253,607d9f00-b177-11e9-89fa-000d3a38a36f
3273,1afb8c0e-23ea-11ea-8523-000d3a38a36f
3280,818d60b4-f88e-11e9-b138-000d3a38a36f
3288,f7dd9642-244b-11ea-a30f-000d3a38a36f
3289,9480650e-a23a-11e9-a2fc-000d3a38a36f
3291,1a70bade-b13a-11e9-9757-000d3a38a36f
3303,c7b7a34a-4d5e-11ea-9c12-000d3a38a36f
3306,02f2627a-ac05-11e9-a2fc-000d3a38a36f
3311,47276484-263c-11ea-8e1c-000d3a38a36f
3316,e6375f16-9d39-11e9-9897-000d3a38a36f
3341,5d8d9912-d675-11e9-93bc-000d3a38a36f
3345,73b4c58c-3dac-11ea-9e19-000d3a38a36f
3348,8f5fd62a-9e3b-11e9-9897-000d3a38a36f
3351,af54f4ca-ad99-11e9-a2fc-000d3a38a36f
3368,831bbdac-e1de-11e9-957d-000d3a38a36f
3375,7ba60388-1eb1-11ea-aa32-000d3a38a36f
3378,ae2150e4-abeb-11e9-a2fc-000d3a38a36f
3384,42b94e0a-a719-11e9-a2fc-000d3a38a36f
3390,f00e2aae-a15f-11e9-a2fc-000d3a38a36f
3393,605ea1e6-a398-11e9-a2fc-000d3a38a36f
3403,e5c371a0-531e-11ea-acd3-000d3a38a36f
3405,2d9ba50c-d628-11e9-93bc-000d3a38a36f
3412,0ed04102-440d-11ea-8b43-000d3a38a36f
3415,6dfddbc2-2201-11ea-ba6f-000d3a38a36f
3417,37cca20e-ab4b-11e9-a2fc-000d3a38a36f
3429,087cb3de-12cc-11ea-a001-000d3a38a36f
3432,f8e07f92-068a-11eb-8ffc-000d3a38a36f
3453,2fef52f0-d63b-11e9-93bc-000d3a38a36f
3454,02af4fd8-7362-11ea-92d0-000d3a38a36f
3464,0ece152a-af9e-11e9-a2fc-000d3a38a36f
3479,7b34af80-b04d-11e9-9757-000d3a38a36f
3481,684d6f92-5273-11ea-956d-000d3a38a36f
3484,9d73e862-ad88-11e9-a2fc-000d3a38a36f
3485,92ac1088-aa1a-11e9-a2fc-000d3a38a36f
3489,8eaa232c-5ec8-11ea-be5b-000d3a38a36f
3491,01d402a6-bbc0-11ea-9a91-000d3a38a36f
3492,00844650-a937-11e9-a2fc-000d3a38a36f
3495,ac8c8186-397f-11eb-a48e-000d3a38a36f
3508,ad65c3ea-d681-11e9-93bc-000d3a38a36f
3516,45cb15d0-15e4-11ea-aa74-000d3a38a36f
3531,03e05dce-f19a-11e9-9346-000d3a38a36f
